,Word,Count
17288,bansostunaidipercepat,1
17289,ngebentuk,2
17290,petrus,2
17291,kemenkeurl,1
17292,acehkini,17
17293,kencana,1
17294,reynold,1
17295,ubra,1
17296,lelembut,1
17297,wadah,3
17298,muipusat,2
17299,berkerjasama,1
17300,syekh,1
17301,jaber,1
17302,bordil,1
17303,rancak,1
17304,jayaloka,1
17305,iyah,1
17306,jawabanyatau,1
17307,murah2,1
17308,yakale,1
17309,lemabaran,1
17310,dang,4
17311,adetiarahidayat,1
17312,wiranto1947,1
17313,hs,5
17314,liriksoe,1
17315,snjayajongrang,1
17316,stone,2
17317,kardol,2
17318,mknkah,1
17319,mempringati,1
17320,sesorg,1
17321,tubuhcuma,1
17322,cluster2,3
17323,zainut,3
17324,tauhid,5
17325,matanajwaidulfitrisatpandemi,2
17326,location,1
17327,logis,15
17328,1908,1
17329,scmp,1
17330,rakyatkompaktumpaspki,1
17331,bpjstk,2
17332,ngangepnya,1
17333,himself,1
17334,ambilalih,1
17335,stigmatisasi,1
17336,wantim,1
17337,besudara,1
17338,blanja,2
17339,pakaialibabacloudaja,1
17340,sedikitoun,1
17341,qs,1
17342,insyirah,1
17343,draftnya,1
17344,dilogarkan,1
17345,baleg,3
17346,124,5
17347,lpeipeduli,2
17348,1o,1
17349,tugumulyo,1
17350,interactive,1
17351,ivr,1
17352,lawanradikalisme,2
17353,kitasemuabersaudara,6
17354,stophoaxviruscorona,1
17355,bersamaberantascorona,1
17356,laiyo,2
17357,mbe,1
17358,dpahami,1
17359,covidianjurin,1
17360,sadur,1
17361,tatalaksana,1
17362,elap,1
17363,economichalenges,2
17364,john,2
17365,kosasih,1
17366,triwulan,3
17367,subari,1
17368,bsm,1
17369,ngelontorkan,1
17370,peswat,1
17371,uap,3
17372,asong,1
17373,peang,3
17374,nyalhin,1
17375,asudahlah,1
17376,maf2an,1
17377,ciasem,1
17378,sukamandi,1
17379,kejulidan,1
17380,275,2
17381,tangaku,1
17382,yungalah,1
17383,abad,2
17384,prnyatan,1
17385,dipke,1
17386,akutuh,1
17387,membantumerigankan,1
17388,kemristekdikti,1
17389,lauching,1
17390,inovasindonesia,3
17391,rp61,1
17392,sinyalir,4
17393,bahuri,2
17394,3x3,1
17395,danilajpr,1
17396,sendu,1
17397,deadline,4
17398,litle,3
17399,carefour,4
17400,israfil,1
17401,melodi,1
17402,ekspansif,3
17403,npm,1
17404,mnghdiri,1
17405,kbutuhn,1
17406,kbuthn,1
17407,rkytny,1
17408,wjib,1
17409,ditp,1
17410,tegasoalnya,1
17411,instead,4
17412,hue,1
17413,yunis,2
17414,miko,2
17415,korkesra,1
17416,gka,2
17417,gt,4
17418,gugup,20
17419,tumpul,2
17420,848,1
17421,015,5
17422,pesonaindonesia,1
17423,rp623,1
17424,sanagt,1
17425,malaysiakuat,1
17426,liang,3
17427,single,5
17428,hidupin,1
17429,impi,5
17430,dibedain,1
17431,lampias,4
17432,skoring,1
17433,oyo,1
17434,dikatan,1
17435,based,1
17436,705,2
17437,703,15
17438,bahak,4
17439,tntang,4
17440,aharusnya,1
17441,klmt,2
17442,erwan,3
17443,alfaria,1
17444,trijaya,7
17445,injak,5
17446,bkankah,1
17447,terawih,2
17448,penuruna,1
17449,inibp,1
17450,utriza,1
17451,diliat2,1
17452,kolot,1
17453,wkwkbalance,1
17454,walaikumsalam,1
17455,gencar2,1
17456,interpelasi,1
17457,angket,1
17458,karpet,2
17459,60th,1
17460,eropah,1
17461,content,3
17462,sapu,7
17463,seia,1
17464,babi,7
17465,subordinasi,1
17466,bkpm,5
17467,ins,4
17468,investeam,1
17469,meresponya,17
17470,nyuru,1
17471,siyi,1
17472,kibil,1
17473,dapurumumuntuksesama,6
17474,pakarbilang,1
17475,bination,1
17476,kendurin,1
17477,iangkah,5
17478,shoping,4
17479,syok,2
17480,bawak,1
17481,bantosan,2
17482,tos,3
17483,disdagin,1
17484,selam,4
17485,sakeluarga,1
17486,kengin,1
17487,komo,1
17488,icalan,1
17489,peuyeum,1
17490,cicaheum,1
17491,sasih,1
17492,quensland,3
17493,pasticorecto,12
17494,covidpsb,1
17495,caranya,1
17496,kekwkwkw,1
17497,runyem,1
17498,harikebangkitanasional2020,2
17499,pupus,1
17500,mubatar,1
17501,lpka,2
17502,andikpas,1
17503,fhunudlawancovid,1
17504,mhswkreatif,1
17505,berdamaidngcovid,1
17506,startegisnya,1
17507,harzolnas,1
17508,harizakatonlinenasional,1
17509,med,3
17510,babinkantibmas,2
17511,kandar,1
17512,krangkeng,1
17513,fwj,2
17514,mejadikan,1
17515,akhirat,3
17516,adaptif,8
17517,incar,2
17518,ibadat,5
17519,gelangang,1
17520,sakra,1
17521,season,1
17522,mimi,1
17523,yuliani,1
17524,nazir,1
17525,domonstrasi,1
17526,alur,17
17527,ngehapus,1
17528,tribunewsupdate,2
17529,hawa,2
17530,dihandle,1
17531,jay,1
17532,30rb,2
17533,harikebangkitanasional,9
17534,wkwkwlw,1
17535,kepanjen,1
17536,lhobeli,1
17537,opsketupatcegahcovid19,80
17538,tempocekfakta,1
17539,emban,4
17540,tabloidsintani,1
17541,mitrawacana,1
17542,fh,2
17543,krumunan,1
17544,dia,5
17545,awur,2
17546,pedas,7
17547,rombi,1
17548,os,2
17549,sidoarjopositif,1
17550,infodarjo,1
17551,20mei2020,1
17552,harkitnas2020,4
17553,kesbangpol,1
17554,diubah2,1
17555,harianhaluan,2
17556,giniga,1
17557,msyrkat,1
17558,maksakan,2
17559,brdamai,1
17560,brkmbng,1
17561,prgrakan,1
17562,mnjamin,1
17563,kbutuhan,2
17564,msyrkatnya,1
17565,sinarmas,2
17566,dedikasiuntuknegeri,2
17567,ofathurahman,2
17568,tutuptp,1
17569,solopos,2
17570,katasapa,2
17571,semiotika,1
17572,indonesiaterserahtrijayamenyapa,1
17573,adimaintwitlagi,1
17574,nongki2,3
17575,khatib,1
17576,ros,3
17577,roeslani,1
17578,iwapi,1
17579,gusy,1
17580,542,1
17581,trenyuh,1
17582,selebar2nya,1
17583,sebanyak2nya,3
17584,gaden,2
17585,lat,6
17586,dapetnya,1
17587,pngumuman,1
17588,0ka,1
17589,physcial,1
17590,binser,2
17591,lamusu,1
17592,mum,1
17593,roni,5
17594,bidan2,1
17595,skrening,1
17596,ketakutak,1
17597,ketakutakn,1
17598,samrawaut,1
17599,unram,3
17600,kotaraja,1
17601,brian,3
17602,sriprahastuti,2
17603,akirny,1
17604,bertambhnya,1
17605,temaga,2
17606,quotes,3
17607,menitikberatkan,10
17608,selosari,1
17609,karangrejo,1
17610,mepet,3
17611,memrangi,1
17612,shalatidirumahaja,29
17613,rakat,2
17614,bumegabercerita,1
17615,gotongroyongatasicorona,1
17616,komplemen,1
17617,quotemarwanjafar,1
17618,airinrachmidiany,1
17619,jor,2
17620,joran,2
17621,capek,3
17622,desasokawati,1
17623,zurich,1
17624,rzim,1
17625,rezimkacau,1
17626,penularasan,1
17627,pamotan,2
17628,rembang,5
17629,dinkesjateng,5
17630,gao,1
17631,dmc,1
17632,menatuhi,1
17633,gamis,1
17634,mauapalagi,1
17635,sapteno,1
17636,hum,6
17637,kasubaghumas,1
17638,elvenda,1
17639,taihutu,1
17640,sumbing,1
17641,solidaritasatasicovid19,1
17642,rengas,1
17643,pemerintahlur,1
17644,sempon,1
17645,wukirsari,2
17646,himbaunya,1
17647,kesalamat,1
17648,singaporean,1
17649,riekediahp,3
17650,taufikbasari,1
17651,karena,9
17652,sebodo,1
17653,pembntu,1
17654,pilkadapurbalinga,1
17655,fel,2
17656,tablet,13
17657,bayank,1
17658,sinergis,2
17659,dobrak,2
17660,pemerintahantau,1
17661,species,1
17662,takar,4
17663,casetau,1
17664,bangkoa,1
17665,infojatiasih,1
17666,turnbackhoax,2
17667,dikulitin,1
17668,el,4
17669,ngulitin,1
17670,aberarti,1
17671,cekalcoronajanganmudik,1
17672,bona,1
17673,oficer,1
17674,infid,2
17675,cod,1
17676,sujon,2
17677,mulyono,3
17678,circle,5
17679,derajat,5
17680,mkri,1
17681,pemerintahnongkrong,1
17682,situasipemerintah,1
17683,ygbener2,1
17684,kedap,1
17685,nyosialisasikan,1
17686,opsketupatcegahkovid19,1
17687,endra,1
17688,joelianto,1
17689,lift,1
17690,operation,1
17691,ksehatan,7
17692,mnangani,1
17693,dalamembantu,1
17694,kelurganya,1
17695,486,16
17696,rakyata,1
17697,perekominan,1
17698,darmaningtyas,1
17699,korlantaspolriuntukindonesia,1
17700,selamatharikebangkitanasional,1
17701,ugd,1
17702,jovan,1
17703,latuconsina,1
17704,joval,1
17705,wongsuroboyo,2
17706,wargasurabaya,1
17707,menjelek2an,2
17708,islandia,1
17709,kumparantravel,1
17710,bingungindonesia,1
17711,kejasama,1
17712,tangamus,1
17713,mardiana,1
17714,jadijangan,1
17715,gembeng,1
17716,tabib,1
17717,amazon,2
17718,ganambah,1
17719,gapatuh,2
17720,polisinfo,3
17721,pngetos,2
17722,lemina,2
17723,habibahar,2
17724,gadjah,2
17725,mada,2
17726,viruscoronaindonesia,1
17727,masrakat,1
17728,ealah,3
17729,kampung2,2
17730,pnup,2
17731,hmanpnup,1
17732,familyforever,1
17733,early,1
17734,nicke,1
17735,widyawati,1
17736,tagarnews,1
17737,negarapatut,1
17738,btklp,2
17739,kalitimbang,2
17740,andriana,1
17741,251,1
17742,327,2
17743,kenya,2
17744,503,3
17745,kelinci,6
17746,linknya,2
17747,cibeber,10
17748,190,6
17749,jv,1
17750,wqa,1
17751,w,1
17752,pemerintahgimanarakyat,1
17753,lil,5
17754,bit,1
17755,caranyayang,1
17756,taxcenterprogresif,1
17757,tcprogresif,1
17758,taxcenterunsika,1
17759,yeu,2
17760,kopisore,1
17761,trijayafm,1
17762,piawai,3
17763,pandeyan,3
17764,wis,1
17765,csgah,1
17766,harkitnas,2
17767,banyuwangilawancorona,1
17768,perlu2,1
17769,teuing,2
17770,kaluar,1
17771,dilaluar,1
17772,lur,5
17773,cakiminpkb,1
17774,nadirsyahosen,1
17775,taklid,1
17776,sobatsw,1
17777,adapercuma,1
17778,memutuska,2
17779,ditandain,1
17780,pemerintahkena,1
17781,disembuhin,1
17782,toilet,3
17783,tetapgunakanmaskerdancucitangan,1
17784,truth,1
17785,aw3126,3
17786,bergerumbul,1
17787,negera,2
17788,ekoners,1
17789,pepatah,3
17790,renang,10
17791,cemplung,2
17792,bebalhilang,1
17793,cangkuang,1
17794,polsekbanjaran,1
17795,works,3
17796,opsketupatcegahcovid1,1
17797,black,3
17798,birah,2
17799,gayane,1
17800,orak,2
17801,ngafe,2
17802,subuh,4
17803,mbut,1
17804,sophie,1
17805,wilmes,1
17806,stefan,1
17807,lofven,1
17808,libido,1
17809,abc,1
17810,saintis,5
17811,dmindonesia,1
17812,glowing,1
17813,skinkeran,1
17814,dandan,2
17815,rumahgais,1
17816,perundang2an,1
17817,umara,1
17818,rembuk,1
17819,candang,1
17820,bangasurabaya,3
17821,unemployment,1
17822,wasliyah,1
17823,merawar,1
17824,istiqlal,3
17825,slesei,1
17826,pringatan,1
17827,ngeberantas,2
17828,bandasari,1
17829,1621,1
17830,tranportsi,1
17831,upya,5
17832,masyrakt,1
17833,kaidah,6
17834,kemenperin,2
17835,bantut,1
17836,preskripsi,1
17837,amaliah,1
17838,kintil,1
17839,pasi,3
17840,lalau,2
17841,lebarn,2
17842,kuntit,1
17843,mayang,1
17844,sajabersama,1
17845,nambah,1
17846,beresin,1
17847,269jt,1
17848,267,4
17849,268jt,1
17850,opsketupatcovid19,1
17851,simpenan,1
17852,ngapunteniyalah,1
17853,jingle,1
17854,organisir,1
17855,1014,3
17856,pbn,1
17857,letkol,2
17858,bapeda,11
17859,menyampaiakan,2
17860,taugreget,1
17861,bengal,2
17862,ditegasin,2
17863,rotan,1
17864,tindakan2,2
17865,indonesiagausa,1
17866,coronanya,2
17867,gpke,1
17868,sdih,1
17869,diancukjaran,1
17870,fifisonta,1
17871,kertosonopolsek,1
17872,dululur,2
17873,bersama,3
17874,brimobanyumas,1
17875,nyitdah,1
17876,piodalan,2
17877,luhur,3
17878,kening,1
17879,gnimba2,1
17880,nenk,1
17881,alyarohali,1
17882,gakmudiktetapasyik,1
17883,seputarinewsiang,2
17884,polrestabesemarang,1
17885,danbener,1
17886,meratakena,1
17887,taruk,1
17888,kerambit,1
17889,pemerintahmenutup,1
17890,prasekolah,1
17891,mega,4
17892,sdrny,1
17893,jkn,5
17894,langkahperbaikanbpjs,1
17895,bantumedis,1
17896,k3,4
17897,makangaku,1
17898,madi,1
17899,supiori,3
17900,kilaspapua,1
17901,numfor,4
17902,dita,1
17903,adventusdaniel,1
17904,side,3
17905,podcastkelabu,1
17906,jb,1
17907,rusdiono,1
17908,pengadilanagama,1
17909,pabintuhan,1
17910,bintuhan,1
17911,peratutan,1
17912,rtk,7
17913,beritapajakharini,1
17914,beritapajak,4
17915,bapontar,5
17916,kagiatan,1
17917,pemerintahgila,1
17918,resign,2
17919,fachrulrazi,1
17920,masandijepara,1
17921,ngencar,1
17922,syaka,1
17923,tj,3
17924,langkt,1
17925,peyaluran,1
17926,delegitimasi,2
17927,ongkang,3
17928,negarawan,2
17929,blio,6
17930,jinak,4
17931,normatif,3
17932,redebat,1
17933,boedhi,1
17934,harsono,2
17935,feasible,1
17936,infrastrukturmigas,1
17937,kastrat,2
17938,inifelas,1
17939,jendelabok,1
17940,gunadi,3
17941,blambangan,2
17942,bergejalasering,1
17943,ketriger,2
17944,dp4ni,1
17945,heist,1
17946,policia,1
17947,nairobi,1
17948,helsinki,1
17949,arturito,1
17950,moscow,1
17951,denver,1
17952,monica,1
17953,temany,1
17954,pengeny,1
17955,husnudhon,1
17956,diskarpbdg,3
17957,bpsdmjabar,1
17958,malinfo,1
17959,detaxid,2
17960,almi,1
17961,temper,1
17962,tindas,4
17963,delegasi,3
17964,chengdu,2
17965,bgaimana,1
17966,terhianati,1
17967,sikatpki,6
17968,ditangulangin,1
17969,klaim2,2
17970,obat2,2
17971,inhaler,2
17972,snake,1
17973,oil,1
17974,salesmen,1
17975,ngeklaim,2
17976,tracer,1
17977,suyanto,1
17978,tanjungsari,1
17979,cfw,1
17980,mustahik,1
17981,pendapatn,1
17982,madani,1
17983,ray,1
17984,rangkut,1
17985,aduhai,1
17986,warda,1
17987,melon,1
17988,sosio,2
17989,kultural,1
17990,stopmudikcekalcorona,3
17991,retribusi,2
17992,truckers,1
17993,dalmi,1
17994,kalistha,1
17995,mudiksayangi,1
17996,egoiscovid,1
17997,bajar,6
17998,saveyourself,1
17999,ditangungjawabi,1
18000,kebersihan,1
18001,nafi,4
18002,peranilmuwan,1
18003,dio,2
18004,40k,2
18005,bayarx,1
18006,numayan,1
18007,berdamaikedua,1
18008,garansi,2
18009,azrama,1
18010,kdm,1
18011,traditional,2
18012,patemon,1
18013,instagramnya,1
18014,indonesiagini,1
18015,indonesiasehatpagi,1
18016,warganyakebanyakan,1
18017,imunitykurva,1
18018,dapak,1
18019,ketidakseimbangnya,1
18020,isro,1
18021,pemerintahmembantu,1
18022,pmbw,1
18023,pnybrn,3
18024,kasihanmasyarakatnya,1
18025,ketawa,2
18026,pertsnyan,1
18027,seks,5
18028,dinsyamsudin,1
18029,potokolnyaharus,1
18030,republikebingungan,1
18031,silent,5
18032,reader,1
18033,tolelir,1
18034,diharapin,1
18035,kemairn,1
18036,lodeh,1
18037,gemuk,1
18038,candai,1
18039,tuman,3
18040,barap,1
18041,ngaknya,2
18042,pernahngerasain,1
18043,ngerasain,1
18044,texas,2
18045,801,6
18046,dituker,2
18047,nihanak,1
18048,nyontohin,2
18049,iangkah2,1
18050,lpg,6
18051,sumberdayanya,1
18052,depa,1
18053,negar2,1
18054,lisamartatara3,1
18055,example,1
18056,cacar,2
18057,makmurin,1
18058,010,17
18059,lipindonesia,3
18060,winwin,1
18061,hkti,3
18062,gaguna,1
18063,found,1
18064,jamkes,1
18065,dimedsos,1
18066,sebaik2,1
18067,cerdasberkarakter,1
18068,dibyr,2
18069,ceriataim,1
18070,ngelepasin,1
18071,bermamfat,2
18072,subhanalah,1
18073,susahjadi,1
18074,beaya,1
18075,makanseperti,1
18076,seterah,1
18077,solusipulang,1
18078,mag,1
18079,saw,2
18080,adam,1
18081,kwokwokwokwok,1
18082,astroid,1
18083,menimpah,1
18084,histori,3
18085,terlantarin,1
18086,batrai,1
18087,benebener,1
18088,harpa,1
18089,manjur,2
18090,general,4
18091,both,1
18092,kpla,2
18093,heol,1
18094,sebra,1
18095,impactnya,2
18096,ngabaikan,1
18097,ngebost,1
18098,stick,1
18099,oake,1
18100,taur,1
18101,meningkatakn,1
18102,penularn,1
18103,mudarat,5
18104,tjuy,1
18105,tem,1
18106,trutam,1
18107,dr2,1
18108,lahn,1
18109,heroik,1
18110,liat,2
18111,pemerinah,1
18112,sasif,1
18113,mismunication,1
18114,tekel,1
18115,jadipasti,1
18116,mbokikhlas,1
18117,drnya,1
18118,pjabat2,1
18119,covidwalopun,1
18120,rp25,1
18121,huehuehue,1
18122,gadalo,1
18123,ngebaca,2
18124,peranmenyerah,1
18125,katering,1
18126,party,1
18127,palangmerahind1,1
18128,pemerintahny,2
18129,amat2020,1
18130,mrb,1
18131,giniwkwkwk,1
18132,mumetjenengan,1
18133,crpat,1
18134,hobyku,2
18135,estiandayani,1
18136,roma,2
18137,akreditasi,3
18138,nyawapejabat,1
18139,covidisapandemic,1
18140,guruntul,1
18141,brobrogogorelockdown,2
18142,selang,2
18143,bio,35
18144,sumbartime,1
18145,rancu,4
18146,pkimusuhbersama,2
18147,ilng,1
18148,kpnpn,1
18149,mgknya,1
18150,trbiasa,2
18151,mnerapkn,1
18152,tetes,2
18153,liputanutama,1
18154,lakuinpercuma,1
18155,dengerinpercuma,1
18156,6tahun,1
18157,nelikung,1
18158,tergesa2,1
18159,30mnt,1
18160,kocar,3
18161,dialihin,1
18162,gabuka,1
18163,aqil,11
18164,siroj,2
18165,mujiyanto,1
18166,bnba,2
18167,kwaren,2
18168,prasangka,5
18169,rasional,6
18170,kadrun2,2
18171,kntol,1
18172,gairah,21
18173,50th,1
18174,ngargain,1
18175,trpaksa,1
18176,permasalahanakibatnya,1
18177,nyomot,1
18178,ditampilin,1
18179,lathichalenge,1
18180,sakarepe,3
18181,promises,1
18182,solved,1
18183,kebijakan2nya,2
18184,komser,1
18185,aida,2
18186,cruises,1
18187,oposan,4
18188,mortality,4
18189,amrika,1
18190,mujahadah,1
18191,sobat2,1
18192,imesjid,1
18193,kesalahan2,3
18194,terangan2,1
18195,klog,1
18196,bkd,1
18197,cendrung,4
18198,pepes,3
18199,dibiayain,2
18200,sedihtmn2,1
18201,bentar2,2
18202,tololcape,1
18203,yatuhan,2
18204,rivalitas,2
18205,fondasi,1
18206,hurt,1
18207,mampos,1
18208,berkativitas,1
18209,teteh,2
18210,nasarudin,2
18211,venezuela,3
18212,workingideology,1
18213,marhaenisme,1
18214,ceramahngak,1
18215,disuru,3
18216,143,3
18217,larangn,1
18218,berjuanh,1
18219,berulangkali,1
18220,kejadiah,1
18221,pw,4
18222,gpi,1
18223,otonom,1
18224,kontolorang,1
18225,surveirtk,3
18226,ngejulidin,1
18227,kontinyu,1
18228,gjls,2
18229,indonesiawhatever,4
18230,agens,5
18231,lala,2
18232,tegas2nya,1
18233,nangkepnya,1
18234,ekakunjeri,1
18235,separno,1
18236,rakjat,1
18237,bual,2
18238,ludruk,1
18239,savenakes,1
18240,pusing2,1
18241,distansing,1
18242,fitur,10
18243,bubuh,1
18244,gerinda,2
18245,meri,3
18246,lps,5
18247,makroekonomi,4
18248,mengncam,1
18249,jalukmu,1
18250,wani2ne,1
18251,ndazmu,1
18252,ngejak2,1
18253,duwe,2
18254,koe2,1
18255,istiharat,1
18256,due,5
18257,sngup,1
18258,ciledug,2
18259,gones,1
18260,rumkit,4
18261,far,1
18262,butir,4
18263,triak2,2
18264,android,2
18265,hight,1
18266,paye,1
18267,ketumbar,1
18268,ketidakberhasilan,1
18269,bpk2,2
18270,bantulbisa,4
18271,digelontorin,1
18272,nantangij,1
18273,males,1
18274,bukalumni,1
18275,lupadimasa,1
18276,kibul,5
18277,wtg,1
18278,angkasapurai,1
18279,soekarnohata,1
18280,dowo,1
18281,sakdurunge,1
18282,debit,1
18283,jenius,3
18284,btpn,1
18285,maknalebih,1
18286,kocakpemerintah,1
18287,garuk,2
18288,kebjikan,2
18289,mungkin,6
18290,gaksih,1
18291,profil,2
18292,golkar5,3
18293,wicaksono,1
18294,karanganom,2
18295,sukodono,2
18296,lakgiat,1
18297,suparti,1
18298,gono,1
18299,duniacovid,1
18300,bebaskanhabibaharsmith,1
18301,nyiduk,2
18302,dispatchkorea1,1
18303,prcepatan,2
18304,karni,4
18305,kemplung,1
18306,relate,2
18307,invite,1
18308,f7seg8gs2y,1
18309,buai,1
18310,stayathomesavelives,1
18311,betawi,2
18312,tambeng,3
18313,ngebilanginya,1
18314,semales,1
18315,lonte,2
18316,sholatid,2
18317,kazakhstan,2
18318,ilangikuti,1
18319,syahrul,4
18320,limpo,3
18321,mepet2,1
18322,ohtadi,1
18323,daper,1
18324,tpmau,1
18325,jdskrg,1
18326,sdangkan,3
18327,minjemnya,1
18328,sabdadidik,1
18329,lain2nya,2
18330,kebiajakan,1
18331,dicafe,1
18332,kebelet,2
18333,nikahasu,1
18334,pembukadekat,1
18335,pancasilais,4
18336,dimatin,1
18337,neriakin,1
18338,covidkenapa,1
18339,trafic,4
18340,itw,3
18341,edison,1
18342,read,4
18343,43523,1
18344,impresion,1
18345,nota,5
18346,jaksaprofesional,2
18347,beritacikarang,1
18348,jabarprovgoid,2
18349,generalmoeldoko,1
18350,digalakin,1
18351,medic,1
18352,ditakutin,1
18353,terinfeksibikin,1
18354,deket2,2
18355,keseha,1
18356,stabat,1
18357,functionweb,2
18358,dev,2
18359,bosananan,1
18360,berapa,2
18361,wajibkerja25meihoax,21
18362,manapungara,1
18363,aminrobal,3
18364,tajyasinmz,2
18365,indisipliner,2
18366,menyemenye,1
18367,nyambati,1
18368,ngadepi,3
18369,ngera,1
18370,rono,5
18371,rene,4
18372,tekutan,1
18373,habieb,1
18374,nyambut,4
18375,ditangkep,3
18376,gerobak,2
18377,sudutpayakumbuh,1
18378,everybody,3
18379,gangsta,1
18380,until,2
18381,mendengung2kan,1
18382,tih,1
18383,tersbt,1
18384,keputusasan,7
18385,konektivitas,4
18386,sda,3
18387,menbuat,1
18388,guiden,1
18389,kafabel,1
18390,mengertiperaturan,1
18391,guasbgai,1
18392,malih,3
18393,rilisehat,5
18394,inijangan,1
18395,lestarimoerdijat,1
18396,udele,1
18397,gak,2
18398,cenrana,1
18399,lirik,5
18400,19alah,1
18401,brobrogorelockdown,6
18402,mangajak,1
18403,psbkedodoran,1
18404,umkmbanget,5
18405,protec,1
18406,rachman,2
18407,nihorang,1
18408,sedak,2
18409,sempak,1
18410,walhasil,1
18411,bomerang,3
18412,pemerintahups,1
18413,rempak,6
18414,rudi,5
18415,bakara,3
18416,kebijaka,1
18417,pakaimaskercucitanganjagajarak,1
18418,sangking,1
18419,sudaj,1
18420,harya,1
18421,prathysta,1
18422,fbi,6
18423,informatika,6
18424,johny,1
18425,plate,1
18426,rzwp,1
18427,rampas,3
18428,bentang,2
18429,ditjenprl,1
18430,edhy,5
18431,suster,3
18432,bansosampaipasaramai,13
18433,urang,2
18434,sendiriwalaupun,1
18435,required,1
18436,plete,1
18437,andri,1
18438,kepalax,1
18439,sendirix,1
18440,peron,1
18441,brsukur,1
18442,brsukurlh,1
18443,bash,1
18444,selamet,3
18445,tutorial,1
18446,rame2an,1
18447,klganya,1
18448,gakyang,1
18449,guide,3
18450,asistensi,9
18451,diberlakuin,1
18452,mendisinfeksi,2
18453,pustaka,2
18454,canbera,1
18455,amanusa,2
18456,operasiketupatprogo2020,1
18457,folish,1
18458,disalurin,1
18459,19diberita,1
18460,tarung,15
18461,orang2nya,2
18462,inviting,2
18463,baon,1
18464,cikadap,1
18465,ion,1
18466,dibukajelaslah,1
18467,wajibpakemasker,1
18468,lestarimoedijat,1
18469,chori,1
18470,vokal,3
18471,tan,9
18472,rajo,1
18473,ganto,1
18474,novitrierni,1
18475,wahyusa7936102,1
18476,alsrilmenedi2,1
18477,nanganon,1
18478,gabetah,2
18479,nongs,2
18480,broh,2
18481,p3nj3l4j4h,2
18482,mli,1
18483,emezink,1
18484,postitif,1
18485,atack,3
18486,bebascovid19,1
18487,rumahikuti,1
18488,suger,1
18489,nyebrang,2
18490,orgtu,1
18491,juknis,2
18492,891,6
18493,novita,1
18494,hardini,1
18495,apoteker,3
18496,worthy,1
18497,beritajatim,1
18498,suarasidoarjofm,1
18499,e10s,7
18500,sospol,1
18501,unj,3
18502,kagak,1
18503,maemunah,1
18504,ilangpatuhin,1
18505,wudhu,6
18506,bersin,8
18507,gadiharhai,1
18508,expect,2
18509,src,1
18510,ubun2,1
18511,gatw,1
18512,jatahabis,1
18513,ngakikutan,1
18514,keosnya,1
18515,akhbar,1
18516,sembuhbiar,1
18517,todong,2
18518,penyelengara,1
18519,apik2,1
18520,adoh,3
18521,ancene,3
18522,menghambur2kan,3
18523,jg3,1
18524,adad,1
18525,bisdev,1
18526,lamoung,1
18527,mnctrijayafm,7
18528,updatecovid19,18
18529,wamendag,3
18530,enakngemal,1
18531,konser2an,1
18532,getar,2
18533,kagama,2
18534,serambi,3
18535,kamarudin,3
18536,dikoreanya,1
18537,being,4
18538,coronapandemic,1
18539,coronaupdates,1
18540,trnasportasi,1
18541,komitemen,7
18542,puspita,1
18543,lendir,1
18544,hirup,6
18545,hilang2,1
18546,serius2,1
18547,menyalahin,1
18548,polrestabesby,1
18549,persada,1
18550,tandingan2,1
18551,lalim,1
18552,ilo,5
18553,chil,1
18554,mblendes,1
18555,496k,1
18556,centang,1
18557,finlandia,2
18558,pandei,1
18559,karpowership,1
18560,lpei,4
18561,halim,4
18562,soebahar,1
18563,through,1
18564,detikoto,1
18565,nyebarinpemerintahmu,1
18566,menghalami,1
18567,ambigu2,1
18568,ambivalen,1
18569,reacted,2
18570,mimpi2,1
18571,berenti2,1
18572,dumb,1
18573,mengimport,1
18574,begini2,1
18575,dpersalahkn,1
18576,mngakibatkan,1
18577,pemerintahabu,1
18578,widi,3
18579,sudarajat,1
18580,rombong,4
18581,dabuk,2
18582,eri,1
18583,pewalawanatara,1
18584,lazuari,1
18585,template,1
18586,gacukup,2
18587,fatality,6
18588,lasana,4
18589,tolil,1
18590,sangkan,2
18591,sembahyang,2
18592,gum,1
18593,tutupdokter,1
18594,bukalupa,1
18595,viralkan,3
18596,ganyangrezimjokowirasapki,2
18597,tekuk,1
18598,lutut,2
18599,endang,3
18600,focusing,2
18601,gilbert,2
18602,dilongarakan,1
18603,selasela,1
18604,lahdalah,1
18605,tante,11
18606,ernie,4
18607,pergijauh,1
18608,komodo,2
18609,woy,2
18610,nghadepin,1
18611,trijayaupdate,3
18612,rot,4
18613,cause,1
18614,pounded,1
18615,unreliable,1
18616,flip,1
18617,flop,1
18618,kuburin,1
18619,heu,2
18620,kesel,2
18621,citizen,3
18622,tjaga,1
18623,kbthan,1
18624,wfo,5
18625,jdyg,1
18626,antisipatif,7
18627,19bantu,1
18628,pemerintahmasyarakat,1
18629,dsalahkan,1
18630,covidsalah,2
18631,fuckmsm,1
18632,kuatkitabersinar,1
18633,videoberita,1
18634,jhony,3
18635,andries,1
18636,forkopimca,1
18637,psbelumdilongarkanpresiden,1
18638,7int4putih,4
18639,jaleswari,2
18640,pramodhawardani,1
18641,iene,1
18642,muliati,1
18643,914,1
18644,fahur,1
18645,menuhinya,1
18646,subiyandani,1
18647,459,4
18648,up2uindonesia,1
18649,cbd,1
18650,jsetelah,1
18651,skn,2
18652,dfikirkan,1
